clid	calldate	src	dst	dcontext	channel	lastapp	billsec
84742272366	2019-11-13 14:10:29	84742272366	s	incoming	Local/s@incoming-00011470;2	Dial	2
4742333143	2019-11-13 14:10:49	4742333143	s	incoming	Local/s@incoming-00011472;2	Dial	2
89616018681	2019-11-13 14:11:50	89616018681	s	incoming	Local/s@incoming-00011474;2	Dial	2
84742381243	2019-11-13 14:09:48	84742381243	909800	incoming	DAHDI/i1/84742381243-13d21	Dial	128
9046884106	2019-11-13 14:12:03	9046884106	s	incoming	Local/s@incoming-00011476;2	Dial	2
89997502230	2019-11-13 14:10:12	89997502230	909800	incoming	DAHDI/i1/89997502230-13d22	Dial	125
84742272366	2019-11-13 14:10:29	84742272366	909800	incoming	DAHDI/i1/84742272366-13d24	Dial	113
4742766419	2019-11-13 14:12:23	4742766419	s	incoming	Local/s@incoming-00011478;2	Dial	2
4742766419	2019-11-13 14:12:23	4742766419	909800	incoming	DAHDI/i1/4742766419-13d2b	Dial	7
4742766419	2019-11-13 14:12:33	4742766419	s	incoming	Local/s@incoming-0001147c;2	Dial	2
4742766419	2019-11-13 14:12:33	4742766419	909800	incoming	DAHDI/i1/4742766419-13d2d	Dial	7
9046884106	2019-11-13 14:12:03	9046884106	909800	incoming	DAHDI/i1/9046884106-13d29	Dial	39
4742766419	2019-11-13 14:12:43	4742766419	s	incoming	Local/s@incoming-0001147e;2	Dial	2
4742731629	2019-11-13 14:13:18	4742731629	s	incoming	Local/s@incoming-00011480;2	Dial	2
89030284249	2019-11-13 14:13:45	89030284249	s	incoming	Local/s@incoming-00011482;2	Dial	2
89030284249	2019-11-13 14:13:45	89030284249	909800	incoming	DAHDI/i1/89030284249-13d34	Dial	32
89030284249	2019-11-13 14:14:37	89030284249	s	incoming	Local/s@incoming-00011484;2	Dial	2
4742766419	2019-11-13 14:12:43	4742766419	909800	incoming	DAHDI/i1/4742766419-13d2e	Dial	132
89616018681	2019-11-13 14:11:50	89616018681	909800	incoming	DAHDI/i1/89616018681-13d27	Dial	187
89030284249	2019-11-13 14:14:37	89030284249	909800	incoming	DAHDI/i1/89030284249-13d36	Dial	26
89030284249	2019-11-13 14:15:13	89030284249	s	incoming	Local/s@incoming-00011486;2	Dial	2
4742257025	2019-11-13 14:15:28	4742257025	s	incoming	Local/s@incoming-00011488;2	Dial	3
4742552221	2019-11-13 14:15:46	4742552221	s	incoming	Local/s@incoming-0001148a;2	Dial	3
4742552221	2019-11-13 14:15:46	4742552221	242717	incoming	SIP/megafon-00048544	Dial	37
89030284249	2019-11-13 14:15:13	89030284249	909800	incoming	DAHDI/i1/89030284249-13d39	Dial	77
89030284249	2019-11-13 14:16:36	89030284249	s	incoming	Local/s@incoming-0001148c;2	Dial	2
4742333143	2019-11-13 14:10:49	4742333143	909800	incoming	DAHDI/i1/4742333143-13d25	Dial	351
4742257025	2019-11-13 14:15:28	4742257025	242717	incoming	SIP/megafon-00048541	Dial	76
84747421422	2019-11-13 14:18:03	84747421422	s	incoming	Local/s@incoming-0001148e;2	Dial	2
89030284249	2019-11-13 14:16:36	89030284249	909800	incoming	DAHDI/i1/89030284249-13d3e	Dial	147
84742354437	2019-11-13 14:19:49	84742354437	s	incoming	Local/s@incoming-00011490;2	Dial	2
84742465550	2019-11-13 14:19:50	84742465550	s	incoming	Local/s@incoming-00011492;2	Dial	2
4742731629	2019-11-13 14:13:18	4742731629	909800	incoming	DAHDI/i1/4742731629-13d32	Dial	415
84742438350	2019-11-13 14:20:18	84742438350	s	incoming	Local/s@incoming-00011496;2	Dial	2
84742438350	2019-11-13 14:20:18	84742438350	909800	incoming	DAHDI/i1/84742438350-13d48	Dial	10
84742438350	2019-11-13 14:20:40	84742438350	s	incoming	Local/s@incoming-00011498;2	Dial	2
84742465550	2019-11-13 14:19:50	84742465550	909800	incoming	DAHDI/i1/84742465550-13d47	Dial	57
84742465550	2019-11-13 14:20:50	84742465550	s	incoming	Local/s@incoming-0001149a;2	Dial	2
84742438350	2019-11-13 14:20:40	84742438350	909800	incoming	DAHDI/i1/84742438350-13d49	Dial	25
4742724601	2019-11-13 14:21:14	4742724601	s	incoming	Local/s@incoming-0001149c;2	Dial	2
84742465550	2019-11-13 14:20:50	84742465550	909800	incoming	DAHDI/i1/84742465550-13d4a	Dial	33
84742465550	2019-11-13 14:21:26	84742465550	s	incoming	Local/s@incoming-000114a0;2	Dial	2
84742438350	2019-11-13 14:21:32	84742438350	s	incoming	Local/s@incoming-000114a2;2	Dial	2
84742438350	2019-11-13 14:21:32	84742438350	909800	incoming	DAHDI/i1/84742438350-13d4e	Dial	20
84747421422	2019-11-13 14:18:03	84747421422	909800	incoming	DAHDI/i1/84747421422-13d43	Dial	242
84742465550	2019-11-13 14:21:26	84742465550	909800	incoming	DAHDI/i1/84742465550-13d4d	Dial	39
84742438350	2019-11-13 14:22:06	84742438350	s	incoming	Local/s@incoming-000114a6;2	Dial	2
4742724601	2019-11-13 14:21:14	4742724601	909800	incoming	DAHDI/i1/4742724601-13d4b	Dial	59
84742257025	2019-11-13 14:22:23	84742257025	s	incoming	Local/s@incoming-000114a8;2	Dial	2
4742766438	2019-11-13 14:22:35	4742766438	s	incoming	Local/s@incoming-000114aa;2	Dial	2
4742766438	2019-11-13 14:22:35	4742766438	909800	incoming	DAHDI/i1/4742766438-13d52	Dial	47
89663375180	2019-11-13 14:23:25	89663375180	s	incoming	Local/s@incoming-000114ae;2	Dial	2
84742438350	2019-11-13 14:22:06	84742438350	909800	incoming	DAHDI/i1/84742438350-13d4f	Dial	82
89663375180	2019-11-13 14:23:25	89663375180	909800	incoming	DAHDI/i1/89663375180-13d55	Dial	6
84742438350	2019-11-13 14:23:43	84742438350	s	incoming	Local/s@incoming-000114b0;2	Dial	2
4742772704	2019-11-13 14:23:59	4742772704	s	incoming	Local/s@incoming-000114b2;2	Dial	2
4742772704	2019-11-13 14:23:59	4742772704	242717	incoming	SIP/megafon-00048595	Dial	12
84742438350	2019-11-13 14:23:43	84742438350	909800	incoming	DAHDI/i1/84742438350-13d56	Dial	47
84742438350	2019-11-13 14:24:44	84742438350	s	incoming	Local/s@incoming-000114b5;2	Dial	2
84742438350	2019-11-13 14:24:44	84742438350	909800	incoming	DAHDI/i1/84742438350-13d5a	Dial	33
84742257025	2019-11-13 14:22:23	84742257025	909800	incoming	DAHDI/i1/84742257025-13d51	Dial	187
84742438350	2019-11-13 14:25:30	84742438350	s	incoming	Local/s@incoming-000114b7;2	Dial	2
84742370745	2019-11-13 14:25:52	84742370745	s	incoming	Local/s@incoming-000114b9;2	Dial	2
84742438350	2019-11-13 14:25:30	84742438350	909800	incoming	DAHDI/i1/84742438350-13d5e	Dial	27
84742370745	2019-11-13 14:25:52	84742370745	909800	incoming	DAHDI/i1/84742370745-13d61	Dial	29
84742257025	2019-11-13 14:26:23	84742257025	s	incoming	Local/s@incoming-000114bb;2	Dial	2
4742329235	2019-11-13 14:26:41	4742329235	s	incoming	Local/s@incoming-000114bd;2	Dial	3
84742354437	2019-11-13 14:19:49	84742354437	909800	incoming	DAHDI/i1/84742354437-13d46	Dial	431
84742257025	2019-11-13 14:26:23	84742257025	909800	incoming	DAHDI/i1/84742257025-13d66	Dial	49
84742772704	2019-11-13 14:28:04	84742772704	s	incoming	Local/s@incoming-000114c0;2	Dial	2
84742772704	2019-11-13 14:28:04	84742772704	909800	incoming	DAHDI/i1/84742772704-13d68	Dial	12
84742370745	2019-11-13 14:29:26	84742370745	s	incoming	Local/s@incoming-000114c2;2	Dial	2
84742370745	2019-11-13 14:29:26	84742370745	909800	incoming	DAHDI/i1/84742370745-13d6a	Dial	29
47424742721172	2019-11-13 14:30:02	47424742721172	s	incoming	Local/s@incoming-000114c4;2	Dial	2
84742370745	2019-11-13 14:30:13	84742370745	s	incoming	Local/s@incoming-000114c6;2	Dial	2
4742329235	2019-11-13 14:26:41	4742329235	242717	incoming	SIP/megafon-000485b5	Dial	216
84742345709	2019-11-13 14:30:20	84742345709	s	incoming	Local/s@incoming-000114c8;2	Dial	2
84742370745	2019-11-13 14:30:13	84742370745	909800	incoming	DAHDI/i1/84742370745-13d6d	Dial	13
84742370745	2019-11-13 14:30:32	84742370745	s	incoming	Local/s@incoming-000114ca;2	Dial	2
84742345709	2019-11-13 14:30:20	84742345709	909800	incoming	DAHDI/i1/84742345709-13d6e	Dial	27
84742370745	2019-11-13 14:30:32	84742370745	909800	incoming	DAHDI/i1/84742370745-13d6f	Dial	39
84742370745	2019-11-13 14:31:17	84742370745	s	incoming	Local/s@incoming-000114cc;2	Dial	2
84742275054	2019-11-13 14:31:34	84742275054	s	incoming	Local/s@incoming-000114ce;2	Dial	2
84742275054	2019-11-13 14:31:34	84742275054	909800	incoming	DAHDI/i1/84742275054-13d75	Dial	8
4746656916	2019-11-13 14:31:52	4746656916	s	incoming	Local/s@incoming-000114d0;2	Dial	3
4742347410	2019-11-13 14:31:58	4742347410	s	incoming	Local/s@incoming-000114d2;2	Dial	2
84742354437	2019-11-13 14:32:03	84742354437	s	incoming	Local/s@incoming-000114d4;2	Dial	2
4746656916	2019-11-13 14:31:52	4746656916	242717	incoming	SIP/megafon-000485f3	Dial	57
4742347410	2019-11-13 14:31:58	4742347410	909800	incoming	DAHDI/i1/4742347410-13d77	Dial	64
84742370745	2019-11-13 14:31:17	84742370745	909800	incoming	DAHDI/i1/84742370745-13d72	Dial	149
47424742721172	2019-11-13 14:30:02	47424742721172	909800	incoming	DAHDI/i1/47424742721172-13d6c	Dial	254
84746920236	2019-11-13 14:34:18	84746920236	s	incoming	Local/s@incoming-000114d6;2	Dial	2
4742552221	2019-11-13 14:34:57	4742552221	s	incoming	Local/s@incoming-000114d8;2	Dial	3
84746920236	2019-11-13 14:34:18	84746920236	909800	incoming	DAHDI/i1/84746920236-13d7f	Dial	43
84742345709	2019-11-13 14:35:56	84742345709	s	incoming	Local/s@incoming-000114da;2	Dial	2
4742774213	2019-11-13 14:36:15	4742774213	s	incoming	Local/s@incoming-000114dc;2	Dial	2
4742241000	2019-11-13 14:36:19	4742241000	s	incoming	Local/s@incoming-000114de;2	Dial	3
4742552221	2019-11-13 14:34:57	4742552221	242717	incoming	SIP/megafon-0004861c	Dial	89
4742420262	2019-11-13 14:36:37	4742420262	s	incoming	Local/s@incoming-000114e0;2	Dial	2
4742774213	2019-11-13 14:36:15	4742774213	909800	incoming	DAHDI/i1/4742774213-13d87	Dial	33
4742241000	2019-11-13 14:36:19	4742241000	242717	incoming	SIP/megafon-0004862c	Dial	44
4742774213	2019-11-13 14:37:02	4742774213	s	incoming	Local/s@incoming-000114e4;2	Dial	2
4742420262	2019-11-13 14:36:37	4742420262	909800	incoming	DAHDI/i1/4742420262-13d88	Dial	28
84742345709	2019-11-13 14:35:56	84742345709	909800	incoming	DAHDI/i1/84742345709-13d86	Dial	70
9103520192	2019-11-13 14:37:19	9103520192	s	incoming	Local/s@incoming-000114e6;2	Dial	2
4742420262	2019-11-13 14:37:21	4742420262	s	incoming	Local/s@incoming-000114e8;2	Dial	2
9103520192	2019-11-13 14:37:19	9103520192	909800	incoming	DAHDI/i1/9103520192-13d8b	Dial	98
84742429120	2019-11-13 14:39:13	84742429120	s	incoming	Local/s@incoming-000114ea;2	Dial	2
4742774213	2019-11-13 14:37:02	4742774213	909800	incoming	DAHDI/i1/4742774213-13d89	Dial	144
4742420262	2019-11-13 14:37:21	4742420262	909800	incoming	DAHDI/i1/4742420262-13d8c	Dial	139
8633061150	2019-11-13 14:39:40	8633061150	s	incoming	Local/s@incoming-000114ec;2	Dial	2
84742429120	2019-11-13 14:39:13	84742429120	909800	incoming	DAHDI/i1/84742429120-13d8f	Dial	66
84742354437	2019-11-13 14:32:03	84742354437	909800	incoming	DAHDI/i1/84742354437-13d78	Dial	523
4742779680	2019-11-13 14:40:53	4742779680	s	incoming	Local/s@incoming-000114ee;2	Dial	2
4742345780	2019-11-13 14:41:12	4742345780	s	incoming	Local/s@incoming-000114f0;2	Dial	2
4742779680	2019-11-13 14:40:53	4742779680	242717	incoming	SIP/megafon-00048653	Dial	58
4742345780	2019-11-13 14:41:12	4742345780	909800	incoming	DAHDI/i1/4742345780-13d94	Dial	84
8633061150	2019-11-13 14:39:40	8633061150	909800	incoming	DAHDI/i1/8633061150-13d91	Dial	203
84952765555	2019-11-13 14:43:26	84952765555	s	incoming	Local/s@incoming-000114f2;2	Dial	2
84742340939	2019-11-13 14:44:29	84742340939	s	incoming	Local/s@incoming-000114f4;2	Dial	2
84742340939	2019-11-13 14:44:29	84742340939	909800	incoming	DAHDI/i1/84742340939-13da0	Dial	45
84742340939	2019-11-13 14:46:45	84742340939	s	incoming	Local/s@incoming-000114f6;2	Dial	2
4742731629	2019-11-13 14:47:17	4742731629	s	incoming	Local/s@incoming-000114f8;2	Dial	2
84742340939	2019-11-13 14:46:45	84742340939	909800	incoming	DAHDI/i1/84742340939-13da7	Dial	36
84742519698	2019-11-13 14:47:49	84742519698	s	incoming	Local/s@incoming-000114fa;2	Dial	2
84952765555	2019-11-13 14:43:26	84952765555	909800	incoming	DAHDI/i1/84952765555-13d9a	Dial	290
4742731629	2019-11-13 14:47:17	4742731629	909800	incoming	DAHDI/i1/4742731629-13da9	Dial	60
89084668295	2019-11-13 14:48:25	89084668295	s	incoming	Local/s@incoming-000114fc;2	Dial	2
4742333143	2019-11-13 14:48:30	4742333143	s	incoming	Local/s@incoming-000114fe;2	Dial	2
84742519698	2019-11-13 14:47:49	84742519698	909800	incoming	DAHDI/i1/84742519698-13dab	Dial	48
4742333143	2019-11-13 14:48:30	4742333143	909800	incoming	DAHDI/i1/4742333143-13daf	Dial	38
4742333143	2019-11-13 14:49:26	4742333143	s	incoming	Local/s@incoming-00011500;2	Dial	2
4742333143	2019-11-13 14:49:26	4742333143	909800	incoming	DAHDI/i1/4742333143-13db5	Dial	22
84742232299	2019-11-13 14:50:04	84742232299	s	incoming	Local/s@incoming-00011502;2	Dial	2
89084668295	2019-11-13 14:48:25	89084668295	909800	incoming	DAHDI/i1/89084668295-13dae	Dial	123
84742232299	2019-11-13 14:50:04	84742232299	909800	incoming	DAHDI/i1/84742232299-13db7	Dial	151
84742465550	2019-11-13 14:53:33	84742465550	s	incoming	Local/s@incoming-00011504;2	Dial	2
84742308884	2019-11-13 14:54:09	84742308884	s	incoming	Local/s@incoming-00011508;2	Dial	2
84742465550	2019-11-13 14:53:33	84742465550	909800	incoming	DAHDI/i1/84742465550-13dbd	Dial	49
84742465550	2019-11-13 14:54:26	84742465550	s	incoming	Local/s@incoming-0001150a;2	Dial	2
9042863192	2019-11-13 14:54:46	9042863192	s	incoming	Local/s@incoming-0001150c;2	Dial	2
84742308884	2019-11-13 14:54:09	84742308884	909800	incoming	DAHDI/i1/84742308884-13dc0	Dial	50
89056807522	2019-11-13 14:54:58	89056807522	s	incoming	Local/s@incoming-00011510;2	Dial	2
84742465550	2019-11-13 14:54:26	84742465550	909800	incoming	DAHDI/i1/84742465550-13dc1	Dial	39
9042863192	2019-11-13 14:54:46	9042863192	909800	incoming	DAHDI/i1/9042863192-13dc3	Dial	20
84742370745	2019-11-13 14:55:05	84742370745	s	incoming	Local/s@incoming-00011512;2	Dial	2
84742465550	2019-11-13 14:55:08	84742465550	s	incoming	Local/s@incoming-00011514;2	Dial	2
84742370745	2019-11-13 14:55:05	84742370745	909800	incoming	DAHDI/i1/84742370745-13dc6	Dial	42
84742465550	2019-11-13 14:55:08	84742465550	909800	incoming	DAHDI/i1/84742465550-13dc7	Dial	39
84742465550	2019-11-13 14:55:51	84742465550	s	incoming	Local/s@incoming-00011518;2	Dial	2
89056807522	2019-11-13 14:54:58	89056807522	909800	incoming	DAHDI/i1/89056807522-13dc4	Dial	61
84742465550	2019-11-13 14:55:51	84742465550	909800	incoming	DAHDI/i1/84742465550-13dc9	Dial	31
4742438779	2019-11-13 14:56:27	4742438779	s	incoming	Local/s@incoming-0001151a;2	Dial	2
89601588641	2019-11-13 14:56:52	89601588641	s	incoming	Local/s@incoming-0001151c;2	Dial	2
89601588641	2019-11-13 14:56:52	89601588641	909800	incoming	DAHDI/i1/89601588641-13dd0	Dial	8
89601599547	2019-11-13 14:57:01	89601599547	s	incoming	Local/s@incoming-0001151e;2	Dial	2
89601599547	2019-11-13 14:57:01	89601599547	909800	incoming	DAHDI/i1/89601599547-13dd1	Dial	16
89601588641	2019-11-13 14:57:23	89601588641	s	incoming	Local/s@incoming-00011520;2	Dial	2
89623525747	2019-11-13 14:58:06	89623525747	s	incoming	Local/s@incoming-00011522;2	Dial	2
89601599547	2019-11-13 14:58:16	89601599547	s	incoming	Local/s@incoming-00011524;2	Dial	2
4742438779	2019-11-13 14:56:27	4742438779	909800	incoming	DAHDI/i1/4742438779-13dcf	Dial	114
84742270905	2019-11-13 14:58:19	84742270905	s	incoming	Local/s@incoming-00011526;2	Dial	2
89623525747	2019-11-13 14:58:06	89623525747	909800	incoming	DAHDI/i1/89623525747-13dd3	Dial	49
84742270905	2019-11-13 14:58:19	84742270905	909800	incoming	DAHDI/i1/84742270905-13dd5	Dial	39
84742270905	2019-11-13 14:59:33	84742270905	s	incoming	Local/s@incoming-0001152a;2	Dial	2
89601588641	2019-11-13 14:57:23	89601588641	909800	incoming	DAHDI/i1/89601588641-13dd2	Dial	176
84742270905	2019-11-13 14:59:33	84742270905	909800	incoming	DAHDI/i1/84742270905-13dd6	Dial	60
89601599547	2019-11-13 14:58:16	89601599547	909800	incoming	DAHDI/i1/89601599547-13dd4	Dial	139
89610362888	2019-11-13 15:02:09	89610362888	s	incoming	Local/s@incoming-0001152e;2	Dial	2
84742239464	2019-11-13 15:02:46	84742239464	s	incoming	Local/s@incoming-00011530;2	Dial	2
89610362888	2019-11-13 15:02:09	89610362888	909800	incoming	DAHDI/i1/89610362888-13dd8	Dial	48
8632272825	2019-11-13 15:02:57	8632272825	s	incoming	Local/s@incoming-00011532;2	Dial	2
8632272825	2019-11-13 15:02:57	8632272825	909800	incoming	DAHDI/i1/8632272825-13ddb	Dial	3
8632272825	2019-11-13 15:03:20	8632272825	s	incoming	Local/s@incoming-00011534;2	Dial	2
8632272825	2019-11-13 15:03:20	8632272825	909800	incoming	DAHDI/i1/8632272825-13ddc	Dial	31
84742239464	2019-11-13 15:02:46	84742239464	909800	incoming	DAHDI/i1/84742239464-13dda	Dial	94
8632272825	2019-11-13 15:04:23	8632272825	s	incoming	Local/s@incoming-00011536;2	Dial	2
8632272825	2019-11-13 15:04:23	8632272825	909800	incoming	DAHDI/i1/8632272825-13de2	Dial	26
84742239464	2019-11-13 15:05:14	84742239464	s	incoming	Local/s@incoming-00011538;2	Dial	2
84742239464	2019-11-13 15:05:14	84742239464	909800	incoming	DAHDI/i1/84742239464-13de5	Dial	15
8633061179	2019-11-13 15:06:06	8633061179	s	incoming	Local/s@incoming-0001153a;2	Dial	2
84742366066	2019-11-13 15:06:54	84742366066	s	incoming	Local/s@incoming-0001153c;2	Dial	2
84742366066	2019-11-13 15:06:54	84742366066	909800	incoming	DAHDI/i1/84742366066-13de9	Dial	35
8633061194	2019-11-13 15:07:50	8633061194	s	incoming	Local/s@incoming-0001153e;2	Dial	2
84742368823	2019-11-13 15:08:11	84742368823	s	incoming	Local/s@incoming-00011540;2	Dial	3
8633061194	2019-11-13 15:07:50	8633061194	909800	incoming	DAHDI/i1/8633061194-13dea	Dial	28
84742368823	2019-11-13 15:08:11	84742368823	909800	incoming	DAHDI/i1/84742368823-13dec	Dial	36
84742345709	2019-11-13 15:09:24	84742345709	s	incoming	Local/s@incoming-00011542;2	Dial	2
4746126104	2019-11-13 15:09:35	4746126104	s	incoming	Local/s@incoming-00011544;2	Dial	2
9103572548	2019-11-13 15:09:48	9103572548	s	incoming	Local/s@incoming-00011546;2	Dial	2
8633061179	2019-11-13 15:06:06	8633061179	909800	incoming	DAHDI/i1/8633061179-13de8	Dial	228
9103572548	2019-11-13 15:09:48	9103572548	242717	incoming	SIP/megafon-00048768	Dial	33
84742345709	2019-11-13 15:09:24	84742345709	909800	incoming	DAHDI/i1/84742345709-13dee	Dial	70
84742368477	2019-11-13 15:10:32	84742368477	s	incoming	Local/s@incoming-00011548;2	Dial	2
4746126104	2019-11-13 15:09:35	4746126104	909800	incoming	DAHDI/i1/4746126104-13def	Dial	60
4742420230	2019-11-13 15:10:43	4742420230	s	incoming	Local/s@incoming-0001154a;2	Dial	2
84742368477	2019-11-13 15:10:32	84742368477	909800	incoming	DAHDI/i1/84742368477-13df2	Dial	31
4742420230	2019-11-13 15:10:43	4742420230	909800	incoming	DAHDI/i1/4742420230-13df3	Dial	22
4742556960	2019-11-13 15:12:00	4742556960	s	incoming	Local/s@incoming-0001154c;2	Dial	2
4742556960	2019-11-13 15:12:00	4742556960	909800	incoming	DAHDI/i1/4742556960-13df4	Dial	11
4742556960	2019-11-13 15:13:22	4742556960	s	incoming	Local/s@incoming-0001154e;2	Dial	2
4742556960	2019-11-13 15:13:22	4742556960	909800	incoming	DAHDI/i1/4742556960-13df6	Dial	7
4742556960	2019-11-13 15:13:43	4742556960	s	incoming	Local/s@incoming-00011550;2	Dial	2
84746720536	2019-11-13 15:14:53	84746720536	s	incoming	Local/s@incoming-00011552;2	Dial	2
4742556960	2019-11-13 15:13:43	4742556960	909800	incoming	DAHDI/i1/4742556960-13df8	Dial	118
84742239464	2019-11-13 15:15:43	84742239464	s	incoming	Local/s@incoming-00011554;2	Dial	2
84746720536	2019-11-13 15:14:53	84746720536	909800	incoming	DAHDI/i1/84746720536-13dfa	Dial	109
84742239464	2019-11-13 15:15:43	84742239464	909800	incoming	DAHDI/i1/84742239464-13dfb	Dial	117
4742432739	2019-11-13 15:18:17	4742432739	s	incoming	Local/s@incoming-00011556;2	Dial	2
4742432739	2019-11-13 15:18:17	4742432739	909800	incoming	DAHDI/i1/4742432739-13dfe	Dial	83
4742558109	2019-11-13 15:20:23	4742558109	s	incoming	Local/s@incoming-00011558;2	Dial	2
4742558109	2019-11-13 15:20:23	4742558109	909800	incoming	DAHDI/i1/4742558109-13e01	Dial	60
4742558109	2019-11-13 15:21:41	4742558109	s	incoming	Local/s@incoming-0001155c;2	Dial	2
4742558109	2019-11-13 15:21:41	4742558109	909800	incoming	DAHDI/i1/4742558109-13e04	Dial	50
84747521668	2019-11-13 15:22:37	84747521668	s	incoming	Local/s@incoming-00011560;2	Dial	2
9103520192	2019-11-13 15:22:38	9103520192	s	incoming	Local/s@incoming-00011562;2	Dial	2
9103520192	2019-11-13 15:22:38	9103520192	909800	incoming	DAHDI/i1/9103520192-13e07	Dial	24
84747521668	2019-11-13 15:22:37	84747521668	909800	incoming	DAHDI/i1/84747521668-13e06	Dial	72
84742368823	2019-11-13 15:24:44	84742368823	s	incoming	Local/s@incoming-00011564;2	Dial	2
84742368823	2019-11-13 15:24:44	84742368823	909800	incoming	DAHDI/i1/84742368823-13e0b	Dial	75
4742731629	2019-11-13 15:26:05	4742731629	s	incoming	Local/s@incoming-00011566;2	Dial	2
4742731629	2019-11-13 15:26:05	4742731629	909800	incoming	DAHDI/i1/4742731629-13e0e	Dial	39
89623524972	2019-11-13 15:30:15	89623524972	s	incoming	Local/s@incoming-00011568;2	Dial	2
84742230245	2019-11-13 15:31:31	84742230245	s	incoming	Local/s@incoming-0001156a;2	Dial	2
89623524972	2019-11-13 15:30:15	89623524972	909800	incoming	DAHDI/i1/89623524972-13e13	Dial	80
84742275054	2019-11-13 15:31:41	84742275054	s	incoming	Local/s@incoming-0001156c;2	Dial	2
84742230245	2019-11-13 15:31:31	84742230245	909800	incoming	DAHDI/i1/84742230245-13e14	Dial	19
89066884920	2019-11-13 15:31:51	89066884920	s	incoming	Local/s@incoming-0001156e;2	Dial	2
84742230243	2019-11-13 15:32:06	84742230243	s	incoming	Local/s@incoming-00011570;2	Dial	2
89066884920	2019-11-13 15:31:51	89066884920	909800	incoming	DAHDI/i1/89066884920-13e16	Dial	22
84742275054	2019-11-13 15:31:41	84742275054	909800	incoming	DAHDI/i1/84742275054-13e15	Dial	47
89066884920	2019-11-13 15:33:18	89066884920	s	incoming	Local/s@incoming-00011572;2	Dial	2
89066884920	2019-11-13 15:33:18	89066884920	909800	incoming	DAHDI/i1/89066884920-13e18	Dial	12
4742345780	2019-11-13 15:33:29	4742345780	s	incoming	Local/s@incoming-00011574;2	Dial	2
89066884920	2019-11-13 15:33:40	89066884920	s	incoming	Local/s@incoming-00011576;2	Dial	2
89066884920	2019-11-13 15:33:40	89066884920	909800	incoming	DAHDI/i1/89066884920-13e1a	Dial	5
84742230243	2019-11-13 15:32:06	84742230243	909800	incoming	DAHDI/i1/84742230243-13e17	Dial	100
4742345780	2019-11-13 15:33:29	4742345780	909800	incoming	DAHDI/i1/4742345780-13e19	Dial	40
84742368823	2019-11-13 15:34:10	84742368823	s	incoming	Local/s@incoming-0001157a;2	Dial	2
4742345780	2019-11-13 15:34:13	4742345780	s	incoming	Local/s@incoming-0001157c;2	Dial	2
84742368823	2019-11-13 15:34:10	84742368823	909800	incoming	DAHDI/i1/84742368823-13e1b	Dial	30
89050451972	2019-11-13 15:34:54	89050451972	s	incoming	Local/s@incoming-0001157e;2	Dial	2
4742345780	2019-11-13 15:34:13	4742345780	909800	incoming	DAHDI/i1/4742345780-13e1c	Dial	63
89066884920	2019-11-13 15:35:28	89066884920	909800	incoming	DAHDI/i1/89066884920-13e1f	Hangup	0
89066884920	2019-11-13 15:35:50	89066884920	909800	incoming	DAHDI/i1/89066884920-13e20	Hangup	0
89066884920	2019-11-13 15:36:04	89066884920	909800	incoming	DAHDI/i1/89066884920-13e21	Hangup	0
89050451972	2019-11-13 15:34:54	89050451972	909800	incoming	DAHDI/i1/89050451972-13e1e	Dial	73
89065939684	2019-11-13 15:36:48	89065939684	909800	incoming	DAHDI/i1/89065939684-13e22	Hangup	0
89065939684	2019-11-13 15:37:03	89065939684	909800	incoming	DAHDI/i1/89065939684-13e23	Hangup	0
89065939684	2019-11-13 15:37:16	89065939684	909800	incoming	DAHDI/i1/89065939684-13e24	Hangup	0
84742238900	2019-11-13 15:37:28	84742238900	909800	incoming	DAHDI/i1/84742238900-13e25	Hangup	0
9103520192	2019-11-13 15:37:30	9103520192	909800	incoming	DAHDI/i1/9103520192-13e26	Hangup	0
89065939684	2019-11-13 15:37:33	89065939684	909800	incoming	DAHDI/i1/89065939684-13e27	Hangup	0
84742238900	2019-11-13 15:37:35	84742238900	909800	incoming	DAHDI/i1/84742238900-13e28	Hangup	0
8633061150	2019-11-13 15:37:36	8633061150	242717	incoming	SIP/megafon-00048869	Hangup	0
9103520192	2019-11-13 15:37:43	9103520192	909800	incoming	DAHDI/i1/9103520192-13e29	Hangup	0
89065939684	2019-11-13 15:37:44	89065939684	909800	incoming	DAHDI/i1/89065939684-13e2a	Hangup	0
4742731629	2019-11-13 15:37:46	4742731629	909800	incoming	DAHDI/i1/4742731629-13e2b	Hangup	0
8633061150	2019-11-13 15:37:50	8633061150	242717	incoming	SIP/megafon-0004886c	Hangup	0
4742731629	2019-11-13 15:38:00	4742731629	909800	incoming	DAHDI/i1/4742731629-13e2c	Hangup	0
8633061150	2019-11-13 15:38:04	8633061150	242717	incoming	SIP/megafon-00048871	Hangup	0
4742731629	2019-11-13 15:38:18	4742731629	909800	incoming	DAHDI/i1/4742731629-13e2d	Hangup	0
8633061150	2019-11-13 15:38:18	8633061150	242717	incoming	SIP/megafon-00048878	Hangup	0
89065939684	2019-11-13 15:38:33	89065939684	909800	incoming	DAHDI/i1/89065939684-13e2f	Hangup	0
8633061150	2019-11-13 15:40:18	8633061150	242717	incoming	SIP/megafon-00048889	Hangup	0
84742345709	2019-11-13 15:40:54	84742345709	909800	incoming	DAHDI/i1/84742345709-13e35	Hangup	0
